country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset
IRN,Iran,1971,983,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_power_agencies_domestic,"Electric Power Generation by Use, TOTAL OF POWER AGENCIES, domestic",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1972,1206,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_power_agencies_domestic,"Electric Power Generation by Use, TOTAL OF POWER AGENCIES, domestic",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1968,427,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_power_agencies_public_commercial_other,"Electric Power Generation by Use, TOTAL OF POWER AGENCIES, Public commercial other",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1970,890,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_power_agencies_public_commercial_other,"Electric Power Generation by Use, TOTAL OF POWER AGENCIES, Public commercial other",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1971,1069,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_power_agencies_public_commercial_other,"Electric Power Generation by Use, TOTAL OF POWER AGENCIES, Public commercial other",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1972,1267,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_power_agencies_public_commercial_other,"Electric Power Generation by Use, TOTAL OF POWER AGENCIES, Public commercial other",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1968,2418,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_industrial_plants_total,"Electric Power Generation by Use, TOTAL OF INDUSTRIAL PLANTS, total",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1970,2675,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_industrial_plants_total,"Electric Power Generation by Use, TOTAL OF INDUSTRIAL PLANTS, total",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1971,2725,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_total_of_industrial_plants_total,"Electric Power Generation by Use, TOTAL OF INDUSTRIAL PLANTS, total",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1968,4344,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_grand_total_total,"Electric Power Generation by Use, GRAND TOTAL, total",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1970,6146,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_grand_total_total,"Electric Power Generation by Use, GRAND TOTAL, total",wb1974-table15.3-electric-power-generation-by-plant-and-use
IRN,Iran,1971,7244,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",electric_power_generation_by_use_grand_total_total,"Electric Power Generation by Use, GRAND TOTAL, total",wb1974-table15.3-electric-power-generation-by-plant-and-use
