country_iso3,country_name,year,date,percentile_group,wid_variable_code,value,data_quality_score,source_dataset
DEU,Germany,1825,1825-01-01,p0p100,anninc999i,2308.3,4.0,wid-world
DEU,Germany,1825,1825-01-01,p0p100,anninc992i,4083.3,4.0,wid-world
DEU,Germany,1826,1826-01-01,p0p100,anninc999i,2312.7,4.0,wid-world
DEU,Germany,1826,1826-01-01,p0p100,anninc992i,4091.1,4.0,wid-world
DEU,Germany,1827,1827-01-01,p0p100,anninc999i,2264.8,4.0,wid-world
DEU,Germany,1827,1827-01-01,p0p100,anninc992i,4006.4,4.0,wid-world
DEU,Germany,1828,1828-01-01,p0p100,anninc999i,2206.8,4.0,wid-world
DEU,Germany,1828,1828-01-01,p0p100,anninc992i,3903.7,4.0,wid-world
DEU,Germany,1829,1829-01-01,p0p100,anninc999i,2231.8,4.0,wid-world
DEU,Germany,1829,1829-01-01,p0p100,anninc992i,3948.0,4.0,wid-world
DEU,Germany,1830,1830-01-01,p0p100,anninc999i,2203.0,4.0,wid-world
DEU,Germany,1830,1830-01-01,p0p100,anninc992i,3897.0,4.0,wid-world
DEU,Germany,1831,1831-01-01,p0p100,anninc999i,2183.0,4.0,wid-world
DEU,Germany,1831,1831-01-01,p0p100,anninc992i,3861.8,4.0,wid-world
DEU,Germany,1832,1832-01-01,p0p100,anninc999i,2230.5,4.0,wid-world
DEU,Germany,1832,1832-01-01,p0p100,anninc992i,3945.6,4.0,wid-world
DEU,Germany,1833,1833-01-01,p0p100,anninc999i,2304.3,4.0,wid-world
DEU,Germany,1833,1833-01-01,p0p100,anninc992i,4076.2,4.0,wid-world
DEU,Germany,1834,1834-01-01,p0p100,anninc999i,2332.9,4.0,wid-world
DEU,Germany,1834,1834-01-01,p0p100,anninc992i,4126.8,4.0,wid-world
DEU,Germany,1835,1835-01-01,p0p100,anninc999i,2334.2,4.0,wid-world
DEU,Germany,1835,1835-01-01,p0p100,anninc992i,4129.1,4.0,wid-world
DEU,Germany,1836,1836-01-01,p0p100,anninc999i,2337.1,4.0,wid-world
DEU,Germany,1836,1836-01-01,p0p100,anninc992i,4134.3,4.0,wid-world
DEU,Germany,1837,1837-01-01,p0p100,anninc999i,2332.8,4.0,wid-world
DEU,Germany,1837,1837-01-01,p0p100,anninc992i,4126.7,4.0,wid-world
DEU,Germany,1838,1838-01-01,p0p100,anninc999i,2275.8,4.0,wid-world
DEU,Germany,1838,1838-01-01,p0p100,anninc992i,4025.9,4.0,wid-world
DEU,Germany,1839,1839-01-01,p0p100,anninc999i,2279.1,4.0,wid-world
DEU,Germany,1839,1839-01-01,p0p100,anninc992i,4031.7,4.0,wid-world
DEU,Germany,1840,1840-01-01,p0p100,anninc999i,2329.4,4.0,wid-world
DEU,Germany,1840,1840-01-01,p0p100,anninc992i,4120.6,4.0,wid-world
DEU,Germany,1841,1841-01-01,p0p100,anninc999i,2401.4,4.0,wid-world
DEU,Germany,1841,1841-01-01,p0p100,anninc992i,4248.1,4.0,wid-world
DEU,Germany,1842,1842-01-01,p0p100,anninc999i,2360.7,4.0,wid-world
DEU,Germany,1842,1842-01-01,p0p100,anninc992i,4176.1,4.0,wid-world
DEU,Germany,1843,1843-01-01,p0p100,anninc999i,2263.8,4.0,wid-world
DEU,Germany,1843,1843-01-01,p0p100,anninc992i,4004.6,4.0,wid-world
DEU,Germany,1844,1844-01-01,p0p100,anninc999i,2303.2,4.0,wid-world
DEU,Germany,1844,1844-01-01,p0p100,anninc992i,4074.4,4.0,wid-world
DEU,Germany,1845,1845-01-01,p0p100,anninc999i,2323.4,4.0,wid-world
DEU,Germany,1845,1845-01-01,p0p100,anninc992i,4110.1,4.0,wid-world
DEU,Germany,1846,1846-01-01,p0p100,anninc999i,2246.4,4.0,wid-world
DEU,Germany,1846,1846-01-01,p0p100,anninc992i,3973.9,4.0,wid-world
DEU,Germany,1847,1847-01-01,p0p100,anninc999i,2222.5,4.0,wid-world
DEU,Germany,1847,1847-01-01,p0p100,anninc992i,3931.5,4.0,wid-world
DEU,Germany,1848,1848-01-01,p0p100,anninc999i,2371.9,4.0,wid-world
DEU,Germany,1848,1848-01-01,p0p100,anninc992i,4195.900000000001,4.0,wid-world
DEU,Germany,1849,1849-01-01,p0p100,anninc999i,2464.2,4.0,wid-world
DEU,Germany,1849,1849-01-01,p0p100,anninc992i,4359.2,4.0,wid-world
DEU,Germany,1850,1850-01-01,p99p100,shweal999j,0.5403,0.0,wid-world
DEU,Germany,1850,1850-01-01,p99p100,sptinc999j,0.1808,0.0,wid-world
DEU,Germany,1850,1850-01-01,p99p100,sptinc992j,0.1808,0.0,wid-world
DEU,Germany,1850,1850-01-01,p90p100,sptinc999j,0.4808,0.0,wid-world
DEU,Germany,1850,1850-01-01,p99p100,shweal992j,0.5403,0.0,wid-world
DEU,Germany,1850,1850-01-01,p90p100,shweal999j,0.8866,0.0,wid-world
DEU,Germany,1850,1850-01-01,p0p100,anninc999i,2459.5,4.0,wid-world
DEU,Germany,1850,1850-01-01,p90p100,sptinc992j,0.4808,0.0,wid-world
DEU,Germany,1850,1850-01-01,p90p100,shweal992j,0.8866,0.0,wid-world
DEU,Germany,1850,1850-01-01,p0p100,anninc992i,4350.7,4.0,wid-world
DEU,Germany,1851,1851-01-01,p0p100,anninc999i,2423.4,4.0,wid-world
DEU,Germany,1851,1851-01-01,p0p100,anninc992i,4286.900000000001,4.0,wid-world
DEU,Germany,1852,1852-01-01,p0p100,anninc999i,2454.8,4.0,wid-world
DEU,Germany,1852,1852-01-01,p0p100,anninc992i,4342.5,4.0,wid-world
DEU,Germany,1853,1853-01-01,p0p100,anninc999i,2431.4,4.0,wid-world
DEU,Germany,1853,1853-01-01,p0p100,anninc992i,4301.1,4.0,wid-world
DEU,Germany,1854,1854-01-01,p0p100,anninc999i,2483.1,4.0,wid-world
DEU,Germany,1854,1854-01-01,p0p100,anninc992i,4392.6,4.0,wid-world
DEU,Germany,1855,1855-01-01,p0p100,anninc999i,2443.3,4.0,wid-world
DEU,Germany,1855,1855-01-01,p0p100,anninc992i,4322.1,4.0,wid-world
DEU,Germany,1856,1856-01-01,p0p100,anninc999i,2634.0,4.0,wid-world
DEU,Germany,1856,1856-01-01,p0p100,anninc992i,4659.5,4.0,wid-world
DEU,Germany,1857,1857-01-01,p0p100,anninc999i,2742.2,4.0,wid-world
DEU,Germany,1857,1857-01-01,p0p100,anninc992i,4850.900000000001,4.0,wid-world
DEU,Germany,1858,1858-01-01,p0p100,anninc999i,2708.0,4.0,wid-world
DEU,Germany,1858,1858-01-01,p0p100,anninc992i,4790.3,4.0,wid-world
DEU,Germany,1859,1859-01-01,p0p100,anninc999i,2692.9,4.0,wid-world
DEU,Germany,1859,1859-01-01,p0p100,anninc992i,4763.7,4.0,wid-world
DEU,Germany,1860,1860-01-01,p0p100,anninc999i,2819.9,4.0,wid-world
DEU,Germany,1860,1860-01-01,p0p100,anninc992i,4988.400000000001,4.0,wid-world
DEU,Germany,1861,1861-01-01,p0p100,anninc999i,2726.5,4.0,wid-world
DEU,Germany,1861,1861-01-01,p0p100,anninc992i,4823.1,4.0,wid-world
DEU,Germany,1862,1862-01-01,p0p100,anninc999i,2833.4,4.0,wid-world
DEU,Germany,1862,1862-01-01,p0p100,anninc992i,5012.1,4.0,wid-world
DEU,Germany,1863,1863-01-01,p0p100,anninc999i,3011.6,4.0,wid-world
DEU,Germany,1863,1863-01-01,p0p100,anninc992i,5327.400000000001,4.0,wid-world
DEU,Germany,1864,1864-01-01,p0p100,anninc999i,3063.0,4.0,wid-world
DEU,Germany,1864,1864-01-01,p0p100,anninc992i,5418.3,4.0,wid-world
DEU,Germany,1865,1865-01-01,p0p100,anninc999i,3046.6,4.0,wid-world
DEU,Germany,1865,1865-01-01,p0p100,anninc992i,5389.3,4.0,wid-world
DEU,Germany,1866,1866-01-01,p0p100,anninc999i,3049.0,4.0,wid-world
DEU,Germany,1866,1866-01-01,p0p100,anninc992i,5393.6,4.0,wid-world
DEU,Germany,1867,1867-01-01,p0p100,anninc999i,3040.9,4.0,wid-world
DEU,Germany,1867,1867-01-01,p0p100,anninc992i,5379.3,4.0,wid-world
DEU,Germany,1868,1868-01-01,p0p100,anninc999i,3204.1,4.0,wid-world
DEU,Germany,1868,1868-01-01,p0p100,anninc992i,5668.0,4.0,wid-world
DEU,Germany,1869,1869-01-01,p0p100,anninc999i,3203.6,4.0,wid-world
DEU,Germany,1869,1869-01-01,p0p100,anninc992i,5667.0,4.0,wid-world
DEU,Germany,1870,1870-01-01,p0p100,anninc999i,3169.1,4.0,wid-world
DEU,Germany,1870,1870-01-01,p0p100,anninc992i,5606.1,4.0,wid-world
DEU,Germany,1871,1871-01-01,p99p100,sptinc999j,0.1762,0.0,wid-world
DEU,Germany,1871,1871-01-01,p99p100,sptinc992j,0.1762,0.0,wid-world
DEU,Germany,1871,1871-01-01,p90p100,sptinc999j,0.4691,0.0,wid-world
DEU,Germany,1871,1871-01-01,p0p100,anninc999i,3202.1,4.0,wid-world
DEU,Germany,1871,1871-01-01,p90p100,sptinc992j,0.4691,0.0,wid-world
DEU,Germany,1871,1871-01-01,p0p100,anninc992i,5664.400000000001,4.0,wid-world
DEU,Germany,1872,1872-01-01,p99p100,sptinc999j,0.176,0.0,wid-world
DEU,Germany,1872,1872-01-01,p99p100,sptinc992j,0.176,0.0,wid-world
DEU,Germany,1872,1872-01-01,p90p100,sptinc999j,0.4685,0.0,wid-world
DEU,Germany,1872,1872-01-01,p0p100,anninc999i,3252.8,4.0,wid-world
DEU,Germany,1872,1872-01-01,p90p100,sptinc992j,0.4685,0.0,wid-world
DEU,Germany,1872,1872-01-01,p0p100,anninc992i,5796.200000000001,4.0,wid-world
DEU,Germany,1873,1873-01-01,p99p100,sptinc999j,0.1758,0.0,wid-world
DEU,Germany,1873,1873-01-01,p99p100,sptinc992j,0.1758,0.0,wid-world
DEU,Germany,1873,1873-01-01,p90p100,sptinc999j,0.468,0.0,wid-world
DEU,Germany,1873,1873-01-01,p0p100,anninc999i,3306.9,4.0,wid-world
DEU,Germany,1873,1873-01-01,p90p100,sptinc992j,0.468,0.0,wid-world
DEU,Germany,1873,1873-01-01,p0p100,anninc992i,5923.5,4.0,wid-world
DEU,Germany,1874,1874-01-01,p99p100,sptinc999j,0.1755,0.0,wid-world
DEU,Germany,1874,1874-01-01,p99p100,sptinc992j,0.1755,0.0,wid-world
DEU,Germany,1874,1874-01-01,p90p100,sptinc999j,0.4674,0.0,wid-world
DEU,Germany,1874,1874-01-01,p0p100,anninc999i,3341.3,4.0,wid-world
DEU,Germany,1874,1874-01-01,p90p100,sptinc992j,0.4674,0.0,wid-world
DEU,Germany,1874,1874-01-01,p0p100,anninc992i,6004.5,4.0,wid-world
DEU,Germany,1875,1875-01-01,p99p100,sptinc999j,0.1749,0.0,wid-world
DEU,Germany,1875,1875-01-01,p99p100,sptinc992j,0.1749,0.0,wid-world
DEU,Germany,1875,1875-01-01,p90p100,sptinc999j,0.4666,0.0,wid-world
DEU,Germany,1875,1875-01-01,p0p100,anninc999i,3449.7,4.0,wid-world
DEU,Germany,1875,1875-01-01,p90p100,sptinc992j,0.4666,0.0,wid-world
DEU,Germany,1875,1875-01-01,p0p100,anninc992i,6210.1,4.0,wid-world
DEU,Germany,1876,1876-01-01,p99p100,sptinc999j,0.1737,0.0,wid-world
DEU,Germany,1876,1876-01-01,p99p100,sptinc992j,0.1737,0.0,wid-world
DEU,Germany,1876,1876-01-01,p90p100,sptinc999j,0.4653,0.0,wid-world
DEU,Germany,1876,1876-01-01,p0p100,anninc999i,3456.2,4.0,wid-world
DEU,Germany,1876,1876-01-01,p90p100,sptinc992j,0.4653,0.0,wid-world
DEU,Germany,1876,1876-01-01,p0p100,anninc992i,6229.1,4.0,wid-world
DEU,Germany,1877,1877-01-01,p99p100,sptinc999j,0.1734,0.0,wid-world
DEU,Germany,1877,1877-01-01,p99p100,sptinc992j,0.1734,0.0,wid-world
DEU,Germany,1877,1877-01-01,p90p100,sptinc999j,0.4647,0.0,wid-world
DEU,Germany,1877,1877-01-01,p0p100,anninc999i,3444.2,4.0,wid-world
DEU,Germany,1877,1877-01-01,p90p100,sptinc992j,0.4647,0.0,wid-world
DEU,Germany,1877,1877-01-01,p0p100,anninc992i,6213.700000000001,4.0,wid-world
DEU,Germany,1878,1878-01-01,p99p100,sptinc999j,0.1739,0.0,wid-world
DEU,Germany,1878,1878-01-01,p99p100,sptinc992j,0.1739,0.0,wid-world
DEU,Germany,1878,1878-01-01,p90p100,sptinc999j,0.4646,0.0,wid-world
DEU,Germany,1878,1878-01-01,p0p100,anninc999i,3556.4,4.0,wid-world
DEU,Germany,1878,1878-01-01,p90p100,sptinc992j,0.4646,0.0,wid-world
DEU,Germany,1878,1878-01-01,p0p100,anninc992i,6426.3,4.0,wid-world
DEU,Germany,1879,1879-01-01,p99p100,sptinc999j,0.174,0.0,wid-world
DEU,Germany,1879,1879-01-01,p99p100,sptinc992j,0.174,0.0,wid-world
DEU,Germany,1879,1879-01-01,p90p100,sptinc999j,0.4643,0.0,wid-world
DEU,Germany,1879,1879-01-01,p0p100,anninc999i,3589.9,4.0,wid-world
DEU,Germany,1879,1879-01-01,p90p100,sptinc992j,0.4643,0.0,wid-world
DEU,Germany,1879,1879-01-01,p0p100,anninc992i,6487.400000000001,4.0,wid-world
DEU,Germany,1880,1880-01-01,p99p100,shweal999j,0.5045000000000001,2.0,wid-world
DEU,Germany,1880,1880-01-01,p99p100,sptinc999j,0.1745,3.0,wid-world
DEU,Germany,1880,1880-01-01,p99p100,sptinc992j,0.1745,3.0,wid-world
DEU,Germany,1880,1880-01-01,p90p100,sptinc999j,0.4642,3.0,wid-world
DEU,Germany,1880,1880-01-01,p99p100,shweal992j,0.5045000000000001,2.0,wid-world
DEU,Germany,1880,1880-01-01,p90p100,shweal999j,0.8662000000000001,2.0,wid-world
DEU,Germany,1880,1880-01-01,p0p100,anninc999i,3475.1,4.0,wid-world
DEU,Germany,1880,1880-01-01,p90p100,sptinc992j,0.4642,3.0,wid-world
DEU,Germany,1880,1880-01-01,p90p100,shweal992j,0.8662000000000001,2.0,wid-world
DEU,Germany,1880,1880-01-01,p0p100,anninc992i,6296.6,4.0,wid-world
DEU,Germany,1881,1881-01-01,p99p100,sptinc999j,0.1772,3.0,wid-world
DEU,Germany,1881,1881-01-01,p99p100,sptinc992j,0.1772,3.0,wid-world
DEU,Germany,1881,1881-01-01,p90p100,sptinc999j,0.4666,3.0,wid-world
DEU,Germany,1881,1881-01-01,p0p100,anninc999i,3597.9,4.0,wid-world
DEU,Germany,1881,1881-01-01,p90p100,sptinc992j,0.4666,3.0,wid-world
DEU,Germany,1881,1881-01-01,p0p100,anninc992i,6529.0,4.0,wid-world
DEU,Germany,1882,1882-01-01,p99p100,sptinc999j,0.1797,3.0,wid-world
DEU,Germany,1882,1882-01-01,p99p100,sptinc992j,0.1797,3.0,wid-world
DEU,Germany,1882,1882-01-01,p90p100,sptinc999j,0.469,3.0,wid-world
DEU,Germany,1882,1882-01-01,p0p100,anninc999i,3637.8,4.0,wid-world
DEU,Germany,1882,1882-01-01,p90p100,sptinc992j,0.469,3.0,wid-world
DEU,Germany,1882,1882-01-01,p0p100,anninc992i,6616.8,4.0,wid-world
DEU,Germany,1883,1883-01-01,p99p100,sptinc999j,0.1834,3.0,wid-world
DEU,Germany,1883,1883-01-01,p99p100,sptinc992j,0.1834,3.0,wid-world
DEU,Germany,1883,1883-01-01,p90p100,sptinc999j,0.472,3.0,wid-world
DEU,Germany,1883,1883-01-01,p0p100,anninc999i,3752.8,4.0,wid-world
DEU,Germany,1883,1883-01-01,p90p100,sptinc992j,0.472,3.0,wid-world
DEU,Germany,1883,1883-01-01,p0p100,anninc992i,6840.5,4.0,wid-world
DEU,Germany,1884,1884-01-01,p99p100,sptinc999j,0.1857,3.0,wid-world
DEU,Germany,1884,1884-01-01,p99p100,sptinc992j,0.1857,3.0,wid-world
DEU,Germany,1884,1884-01-01,p90p100,sptinc999j,0.4742,3.0,wid-world
DEU,Germany,1884,1884-01-01,p0p100,anninc999i,3944.7,4.0,wid-world
DEU,Germany,1884,1884-01-01,p90p100,sptinc992j,0.4742,3.0,wid-world
DEU,Germany,1884,1884-01-01,p0p100,anninc992i,7194.900000000001,4.0,wid-world
DEU,Germany,1885,1885-01-01,p99p100,sptinc999j,0.1872,3.0,wid-world
DEU,Germany,1885,1885-01-01,p99p100,sptinc992j,0.1872,3.0,wid-world
DEU,Germany,1885,1885-01-01,p90p100,sptinc999j,0.4759,3.0,wid-world
DEU,Germany,1885,1885-01-01,p0p100,anninc999i,4047.9,4.0,wid-world
DEU,Germany,1885,1885-01-01,p90p100,sptinc992j,0.4759,3.0,wid-world
DEU,Germany,1885,1885-01-01,p0p100,anninc992i,7397.0,4.0,wid-world
DEU,Germany,1886,1886-01-01,p99p100,sptinc999j,0.1898,3.0,wid-world
DEU,Germany,1886,1886-01-01,p99p100,sptinc992j,0.1898,3.0,wid-world
DEU,Germany,1886,1886-01-01,p90p100,sptinc999j,0.4783,3.0,wid-world
DEU,Germany,1886,1886-01-01,p0p100,anninc999i,4089.4,4.0,wid-world
DEU,Germany,1886,1886-01-01,p90p100,sptinc992j,0.4783,3.0,wid-world
DEU,Germany,1886,1886-01-01,p0p100,anninc992i,7471.5,4.0,wid-world
DEU,Germany,1887,1887-01-01,p99p100,sptinc999j,0.1921,3.0,wid-world
DEU,Germany,1887,1887-01-01,p99p100,sptinc992j,0.1921,3.0,wid-world
DEU,Germany,1887,1887-01-01,p90p100,sptinc999j,0.4805,3.0,wid-world
DEU,Germany,1887,1887-01-01,p0p100,anninc999i,4162.5,4.0,wid-world
DEU,Germany,1887,1887-01-01,p90p100,sptinc992j,0.4805,3.0,wid-world
DEU,Germany,1887,1887-01-01,p0p100,anninc992i,7594.6,4.0,wid-world
DEU,Germany,1888,1888-01-01,p99p100,sptinc999j,0.1956,3.0,wid-world
DEU,Germany,1888,1888-01-01,p99p100,sptinc992j,0.1956,3.0,wid-world
DEU,Germany,1888,1888-01-01,p90p100,sptinc999j,0.4834,3.0,wid-world
DEU,Germany,1888,1888-01-01,p0p100,anninc999i,4340.2,4.0,wid-world
DEU,Germany,1888,1888-01-01,p90p100,sptinc992j,0.4834,3.0,wid-world
DEU,Germany,1888,1888-01-01,p0p100,anninc992i,7902.3,4.0,wid-world
DEU,Germany,1889,1889-01-01,p99p100,sptinc999j,0.199,3.0,wid-world
DEU,Germany,1889,1889-01-01,p99p100,sptinc992j,0.199,3.0,wid-world
DEU,Germany,1889,1889-01-01,p90p100,sptinc999j,0.4863,3.0,wid-world
DEU,Germany,1889,1889-01-01,p0p100,anninc999i,4442.7,4.0,wid-world
DEU,Germany,1889,1889-01-01,p90p100,sptinc992j,0.4863,3.0,wid-world
DEU,Germany,1889,1889-01-01,p0p100,anninc992i,8071.1,4.0,wid-world
DEU,Germany,1890,1890-01-01,p99p100,sptinc999j,0.2015,3.0,wid-world
DEU,Germany,1890,1890-01-01,p99p100,sptinc992j,0.2015,3.0,wid-world
DEU,Germany,1890,1890-01-01,p90p100,sptinc999j,0.4886,3.0,wid-world
DEU,Germany,1890,1890-01-01,p0p100,anninc999i,4424.400000000001,4.0,wid-world
DEU,Germany,1890,1890-01-01,p90p100,sptinc992j,0.4886,3.0,wid-world
DEU,Germany,1890,1890-01-01,p0p100,anninc992i,8023.900000000001,4.0,wid-world
DEU,Germany,1891,1891-01-01,p99p100,sptinc999j,0.2028,3.0,wid-world
DEU,Germany,1891,1891-01-01,p99p100,sptinc992j,0.2028,3.0,wid-world
DEU,Germany,1891,1891-01-01,p90p100,sptinc999j,0.4902,3.0,wid-world
DEU,Germany,1891,1891-01-01,p0p100,anninc999i,4403.1,4.0,wid-world
DEU,Germany,1891,1891-01-01,p90p100,sptinc992j,0.4902,3.0,wid-world
DEU,Germany,1891,1891-01-01,p0p100,anninc992i,7995.1,4.0,wid-world
DEU,Germany,1892,1892-01-01,p99p100,sptinc999j,0.2041,3.0,wid-world
DEU,Germany,1892,1892-01-01,p99p100,sptinc992j,0.2041,3.0,wid-world
DEU,Germany,1892,1892-01-01,p90p100,sptinc999j,0.4918,3.0,wid-world
DEU,Germany,1892,1892-01-01,p0p100,anninc999i,4403.7,4.0,wid-world
DEU,Germany,1892,1892-01-01,p90p100,sptinc992j,0.4918,3.0,wid-world
DEU,Germany,1892,1892-01-01,p0p100,anninc992i,8008.8,4.0,wid-world
DEU,Germany,1893,1893-01-01,p99p100,sptinc999j,0.2024,3.0,wid-world
DEU,Germany,1893,1893-01-01,p99p100,sptinc992j,0.2024,3.0,wid-world
DEU,Germany,1893,1893-01-01,p90p100,sptinc999j,0.4914,3.0,wid-world
DEU,Germany,1893,1893-01-01,p0p100,anninc999i,4679.400000000001,4.0,wid-world
DEU,Germany,1893,1893-01-01,p90p100,sptinc992j,0.4914,3.0,wid-world
DEU,Germany,1893,1893-01-01,p0p100,anninc992i,8525.1,4.0,wid-world
DEU,Germany,1894,1894-01-01,p99p100,sptinc999j,0.2056,3.0,wid-world
DEU,Germany,1894,1894-01-01,p99p100,sptinc992j,0.2056,3.0,wid-world
DEU,Germany,1894,1894-01-01,p90p100,sptinc999j,0.4942,3.0,wid-world
DEU,Germany,1894,1894-01-01,p0p100,anninc999i,4823.900000000001,4.0,wid-world
DEU,Germany,1894,1894-01-01,p90p100,sptinc992j,0.4942,3.0,wid-world
DEU,Germany,1894,1894-01-01,p0p100,anninc992i,8791.0,4.0,wid-world
DEU,Germany,1895,1895-01-01,p99p100,shweal999j,0.4989,2.0,wid-world
DEU,Germany,1895,1895-01-01,p99p100,sptinc999j,0.2104,3.0,wid-world
DEU,Germany,1895,1895-01-01,p99p100,sptinc992j,0.2104,3.0,wid-world
DEU,Germany,1895,1895-01-01,p90p100,sptinc999j,0.4979,3.0,wid-world
DEU,Germany,1895,1895-01-01,p99p100,shweal992j,0.4989,2.0,wid-world
DEU,Germany,1895,1895-01-01,p90p100,shweal999j,0.8628,2.0,wid-world
DEU,Germany,1895,1895-01-01,p0p100,anninc999i,4832.2,4.0,wid-world
DEU,Germany,1895,1895-01-01,p90p100,sptinc992j,0.4979,3.0,wid-world
DEU,Germany,1895,1895-01-01,p90p100,shweal992j,0.8628,2.0,wid-world
DEU,Germany,1895,1895-01-01,p0p100,anninc992i,8797.2,4.0,wid-world
DEU,Germany,1896,1896-01-01,p99p100,shweal999j,0.4989,2.0,wid-world
DEU,Germany,1896,1896-01-01,p99p100,sptinc999j,0.2101,3.0,wid-world
DEU,Germany,1896,1896-01-01,p99p100,sptinc992j,0.2101,3.0,wid-world
