series,counterpart_country,year,value,unit,notes
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2010,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2011,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2012,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2013,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2014,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2015,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2016,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2017,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2018,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2019,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2020,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2021,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2022,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRI_aggregate_remittance_inflows,World (aggregate),2023,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-INFLOW estimate for Iran -- reported as an explicit 0 for every year 2000-2023, consistent with WDI's BX.TRF.PWKR.CD being null for Iran. Reflects exclusion from formal SWIFT-based channels under sanctions, not necessarily zero informal (hawala) transfer activity."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2000,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2001,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2002,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2003,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2004,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2005,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2006,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2007,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2008,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2009,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2010,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2011,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2012,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2013,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2014,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2015,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2016,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2017,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2018,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2019,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2020,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2021,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2022,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_MRO_aggregate_remittance_outflows,World (aggregate),2023,0,millions_current_USD,"World Bank KNOMAD aggregate remittance-OUTFLOW estimate for Iran -- also 0 for every year 2000-2023, even though the 2021 bilateral matrix (BRE rows below) shows real nonzero bilateral outflows -- an internal inconsistency in KNOMAD's own product, flagged not resolved."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,Iraq,2021,13.100251,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,Pakistan,2021,53.095041,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,Turkey,2021,0.073681,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,World (total),2021,197.121093,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,Afghanistan,2021,123.388943,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,Armenia,2021,1.705177,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_BRE_bilateral_outflow_from_Iran,Azerbaijan,2021,5.758,millions_current_USD,"Remittances flowing FROM Iran TO this counterpart country (Iran as sending/REF_AREA country), 2021. Most likely migrant/refugee workers resident in Iran (notably Afghans) sending earnings home -- NOT Iranian diaspora abroad. No country reports a corridor INTO Iran (confirmed via direct API query COMP_BREAKDOWN_1=IRN, 0 records)."
WB_KNOMAD_MIG_iranian_diaspora_stock,World (total),2021,1387646,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,United States,2021,389383,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Germany,2021,187000,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Canada,2021,166294,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Turkey,2021,108547,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Sweden,2021,83122,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Australia,2021,77470,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,United Kingdom,2021,75000,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Israel,2021,41760,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Netherlands,2021,38011,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,France,2021,26069,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Austria,2021,25861,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Italy,2021,19981,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Norway,2021,19371,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Denmark,2021,17838,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Iraq,2021,14540,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_CHE,2021,14241,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_BEL,2021,13039,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_FIN,2021,8861,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_ESP,2021,8639,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Armenia,2021,8097,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_JPN,2021,5411,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_NZL,2021,4751,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_GRC,2021,4684,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_HUN,2021,3506,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_IND,2021,2194,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_UKR,2021,2170,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Pakistan,2021,2148,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_RUS,2021,2010,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_TKM,2021,1887,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,Azerbaijan,2021,1460,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_ROU,2021,1263,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_LUX,2021,1219,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_TJK,2021,1200,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_CYP,2021,1194,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_CZE,2021,1134,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_ZAF,2021,847,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_PRT,2021,740,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_BRA,2021,678,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_PHL,2021,622,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_BGR,2021,591,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_IRL,2021,508,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
