year_sh,row_category,row_category_fa,fuel_type,fuel_type_fa,value_million_boe,note
1386,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,65.0,
1386,industry,صنعت,natural_gas,گازطبیعی,140.3,
1386,industry,صنعت,coal,زغال‌سنگ,0.3,
1386,industry,صنعت,electricity,کل برق,30.5,
1386,industry,صنعت,total_energy,کل انرژی,236.0,
1386,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,255.1,
1386,transport,حمل و نقل,natural_gas,گازطبیعی,6.6,
1386,transport,حمل و نقل,electricity,کل برق,0.1,
1386,transport,حمل و نقل,total_energy,کل انرژی,261.7,
1386,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,26.1,
1386,agriculture,کشاورزی,natural_gas,گازطبیعی,1.1,
1386,agriculture,کشاورزی,electricity,کل برق,10.4,
1386,agriculture,کشاورزی,total_energy,کل انرژی,37.6,
1386,other_consumption,سایر مصارف,electricity,کل برق,2.7,
1386,other_consumption,سایر مصارف,total_energy,کل انرژی,2.7,
1386,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,70.7,
1386,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,34.1,
1386,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,4.4,
1386,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,109.2,
1387,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1606.6,
1387,production,تولید,natural_gas,گازطبیعی,795.4,
1387,production,تولید,coal,زغال‌سنگ,7.8,
1387,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1387,production,تولید,hydro,انرژی آبی,2.9,
1387,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.12,
1387,production,تولید,total_energy,کل انرژی,2418.5,
1387,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,84.3,excludes MTBE imports (no production/import figures available)
1387,imports,واردات,natural_gas,گازطبیعی,44.5,
1387,imports,واردات,coal,زغال‌سنگ,3.7,
1387,imports,واردات,electricity,کل برق,1.0,
1387,imports,واردات,total_energy,کل انرژی,133.5,
1387,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-1029.8,
1387,exports,صادرات,natural_gas,گازطبیعی,-29.7,includes exports of NGL and gas condensates
1387,exports,صادرات,coal,زغال‌سنگ,-0.2,
1387,exports,صادرات,electricity,کل برق,-2.3,
1387,exports,صادرات,total_energy,کل انرژی,-1062.0,
1387,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-11.3,
1387,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-11.3,
1387,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-7.6,
1387,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-7.6,
1387,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,14.0,
1387,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,-3.2,
1387,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,10.8,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,656.2,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,810.2,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,8.1,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,2.9,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.12,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-1.3,
1387,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1481.9,
1387,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-10.6,
1387,transfers,انتقالات,total_energy,کل انرژی,-10.6,
1387,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-12.8,
1387,oil_refineries,پالایشگاه‌های نفت,total_energy,کل انرژی,-12.8,
1387,power_plants,نیروگاه‌ها,oil_products,نفت خام و فرآورده‌های نفتی,-88.1,
1387,power_plants,نیروگاه‌ها,natural_gas,گازطبیعی,-273.5,
1387,power_plants,نیروگاه‌ها,coal,زغال‌سنگ,-1.3,
1387,power_plants,نیروگاه‌ها,hydro,انرژی آبی,-2.9,
1387,power_plants,نیروگاه‌ها,solar_wind,انرژی خورشیدی و بادی,-0.12,
1387,power_plants,نیروگاه‌ها,electricity,کل برق,126.1,
1387,power_plants,نیروگاه‌ها,total_energy,کل انرژی,-239.8,
1387,coking_plants,واحدهای کک‌سازی,coal,زغال‌سنگ,-1.0,
1387,coking_plants,واحدهای کک‌سازی,total_energy,کل انرژی,-1.0,
1387,blast_furnaces,واحدهای کوره بلند,coal,زغال‌سنگ,-1.6,
1387,blast_furnaces,واحدهای کوره بلند,total_energy,کل انرژی,-1.6,
1387,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,oil_products,نفت خام و فرآورده‌های نفتی,-18.8,
1387,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,natural_gas,گازطبیعی,-61.5,"includes natural gas consumed at refineries, gas facilities, pressure-boosting stations and gas-lift diesel"
1387,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,coal,زغال‌سنگ,-1.1,
1387,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,electricity,کل برق,-28.3,
1387,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,total_energy,کل انرژی,-109.7,
1387,total_final_consumption,کل مصرف نهایی (TFC),oil_products,نفت خام و فرآورده‌های نفتی,525.9,
1387,total_final_consumption,کل مصرف نهایی (TFC),natural_gas,گازطبیعی,475.2,
1387,total_final_consumption,کل مصرف نهایی (TFC),coal,زغال‌سنگ,3.0,
1387,total_final_consumption,کل مصرف نهایی (TFC),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1387,total_final_consumption,کل مصرف نهایی (TFC),electricity,کل برق,96.6,
1387,total_final_consumption,کل مصرف نهایی (TFC),total_energy,کل انرژی,1106.3,
1387,residential_public_commercial,خانگی، عمومی و تجاری,oil_products,نفت خام و فرآورده‌های نفتی,82.8,
1387,residential_public_commercial,خانگی، عمومی و تجاری,natural_gas,گازطبیعی,277.1,
1387,residential_public_commercial,خانگی، عمومی و تجاری,coal,زغال‌سنگ,0.1,
1387,residential_public_commercial,خانگی، عمومی و تجاری,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1387,residential_public_commercial,خانگی، عمومی و تجاری,electricity,کل برق,49.4,
1387,residential_public_commercial,خانگی، عمومی و تجاری,total_energy,کل انرژی,415.0,
1387,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,73.0,
1387,industry,صنعت,natural_gas,گازطبیعی,147.3,
1387,industry,صنعت,coal,زغال‌سنگ,0.3,
1387,industry,صنعت,electricity,کل برق,32.2,
1387,industry,صنعت,total_energy,کل انرژی,252.7,
1387,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,262.2,
1387,transport,حمل و نقل,natural_gas,گازطبیعی,11.6,
1387,transport,حمل و نقل,electricity,کل برق,0.14,
1387,transport,حمل و نقل,total_energy,کل انرژی,274.0,
1387,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,27.9,
1387,agriculture,کشاورزی,natural_gas,گازطبیعی,1.5,
1387,agriculture,کشاورزی,electricity,کل برق,12.5,
1387,agriculture,کشاورزی,total_energy,کل انرژی,41.9,
1387,other_consumption,سایر مصارف,electricity,کل برق,2.4,
1387,other_consumption,سایر مصارف,total_energy,کل انرژی,2.4,
1387,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,79.9,
1387,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,37.7,
1387,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,2.6,
1387,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,120.3,
1388,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1585.2,
1388,production,تولید,natural_gas,گازطبیعی,863.1,
1388,production,تولید,coal,زغال‌سنگ,5.6,
1388,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1388,production,تولید,hydro,انرژی آبی,4.3,
1388,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.13,
1388,production,تولید,total_energy,کل انرژی,2464.0,
1388,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,79.6,excludes MTBE imports (no production/import figures available)
1388,imports,واردات,natural_gas,گازطبیعی,36.5,
1388,imports,واردات,coal,زغال‌سنگ,2.9,
1388,imports,واردات,electricity,کل برق,1.2,
1388,imports,واردات,total_energy,کل انرژی,120.1,
1388,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-977.1,
1388,exports,صادرات,natural_gas,گازطبیعی,-42.7,includes exports of NGL and gas condensates
1388,exports,صادرات,coal,زغال‌سنگ,-0.1,
1388,exports,صادرات,electricity,کل برق,-3.6,
1388,exports,صادرات,total_energy,کل انرژی,-1023.6,
1388,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-14.8,
1388,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-14.8,
1388,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-8.7,
1388,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-8.7,
1388,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,7.2,
1388,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,0.2,
1388,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,7.4,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,671.4,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,856.8,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,8.6,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,4.3,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.13,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-2.4,
1388,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1544.4,
1388,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-9.9,
1388,transfers,انتقالات,total_energy,کل انرژی,-9.9,
1388,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-12.2,
1388,oil_refineries,پالایشگاه‌های نفت,total_energy,کل انرژی,-12.2,
1388,power_plants,نیروگاه‌ها,oil_products,نفت خام و فرآورده‌های نفتی,-95.7,
1388,power_plants,نیروگاه‌ها,natural_gas,گازطبیعی,-273.4,
1388,power_plants,نیروگاه‌ها,coal,زغال‌سنگ,-1.3,
1388,power_plants,نیروگاه‌ها,hydro,انرژی آبی,-4.3,
1388,power_plants,نیروگاه‌ها,solar_wind,انرژی خورشیدی و بادی,-0.13,
1388,power_plants,نیروگاه‌ها,electricity,کل برق,130.2,
1388,power_plants,نیروگاه‌ها,total_energy,کل انرژی,-244.7,
1388,coking_plants,واحدهای کک‌سازی,coal,زغال‌سنگ,-1.4,
1388,coking_plants,واحدهای کک‌سازی,total_energy,کل انرژی,-1.4,
1388,blast_furnaces,واحدهای کوره بلند,coal,زغال‌سنگ,-2.5,
1388,blast_furnaces,واحدهای کوره بلند,total_energy,کل انرژی,-2.5,
1388,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,oil_products,نفت خام و فرآورده‌های نفتی,-23.8,
1388,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,natural_gas,گازطبیعی,-63.7,"includes natural gas consumed at refineries, gas facilities, pressure-boosting stations and gas-lift diesel"
1388,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,coal,زغال‌سنگ,-1.4,
1388,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,electricity,کل برق,-26.5,
1388,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,total_energy,کل انرژی,-115.4,
1388,total_final_consumption,کل مصرف نهایی (TFC),oil_products,نفت خام و فرآورده‌های نفتی,529.8,
1388,total_final_consumption,کل مصرف نهایی (TFC),natural_gas,گازطبیعی,519.7,
1388,total_final_consumption,کل مصرف نهایی (TFC),coal,زغال‌سنگ,2.0,
1388,total_final_consumption,کل مصرف نهایی (TFC),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1388,total_final_consumption,کل مصرف نهایی (TFC),electricity,کل برق,101.3,
1388,total_final_consumption,کل مصرف نهایی (TFC),total_energy,کل انرژی,1158.3,
1388,residential_public_commercial,خانگی، عمومی و تجاری,oil_products,نفت خام و فرآورده‌های نفتی,75.5,
1388,residential_public_commercial,خانگی، عمومی و تجاری,natural_gas,گازطبیعی,296.6,
1388,residential_public_commercial,خانگی، عمومی و تجاری,coal,زغال‌سنگ,0.1,
1388,residential_public_commercial,خانگی، عمومی و تجاری,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1388,residential_public_commercial,خانگی، عمومی و تجاری,electricity,کل برق,52.0,
1388,residential_public_commercial,خانگی، عمومی و تجاری,total_energy,کل انرژی,429.7,
1388,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,64.5,
1388,industry,صنعت,natural_gas,گازطبیعی,159.0,
1388,industry,صنعت,coal,زغال‌سنگ,0.2,
1388,industry,صنعت,electricity,کل برق,34.3,
1388,industry,صنعت,total_energy,کل انرژی,258.0,
1388,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,278.6,
1388,transport,حمل و نقل,natural_gas,گازطبیعی,21.7,
1388,transport,حمل و نقل,electricity,کل برق,0.2,
1388,transport,حمل و نقل,total_energy,کل انرژی,300.5,
1388,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,28.2,
1388,agriculture,کشاورزی,natural_gas,گازطبیعی,2.5,
1388,agriculture,کشاورزی,electricity,کل برق,12.6,
1388,agriculture,کشاورزی,total_energy,کل انرژی,43.3,
1388,other_consumption,سایر مصارف,electricity,کل برق,2.2,
1388,other_consumption,سایر مصارف,total_energy,کل انرژی,2.2,
1388,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,82.9,
1388,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,39.9,
1388,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,1.7,
1388,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,124.5,
1389,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1606.1,
1389,production,تولید,natural_gas,گازطبیعی,906.7,
1389,production,تولید,coal,زغال‌سنگ,5.3,
1389,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.7,
1389,production,تولید,hydro,انرژی آبی,5.6,
1389,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.1,
1389,production,تولید,total_energy,کل انرژی,2529.4,
1389,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,70.9,excludes MTBE imports (no production/import figures available)
1389,imports,واردات,natural_gas,گازطبیعی,56.7,
1389,imports,واردات,coal,زغال‌سنگ,5.6,
1389,imports,واردات,electricity,کل برق,1.8,
1389,imports,واردات,total_energy,کل انرژی,135.0,
1389,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-1029.3,
1389,exports,صادرات,natural_gas,گازطبیعی,-53.5,includes exports of NGL and gas condensates
1389,exports,صادرات,coal,زغال‌سنگ,-0.6,
1389,exports,صادرات,electricity,کل برق,-3.9,
1389,exports,صادرات,total_energy,کل انرژی,-1087.3,
1389,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-17.1,
1389,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-17.1,
1389,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-9.0,
1389,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-9.0,
1389,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,-11.4,
1389,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,-2.6,
1389,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,-14.0,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,610.2,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,909.8,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,7.7,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.7,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,5.6,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.1,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-2.2,
1389,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1537.0,
1389,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-6.9,
1389,transfers,انتقالات,total_energy,کل انرژی,-6.9,
1389,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-22.9,
1389,oil_refineries,پالایشگاه‌های نفت,total_energy,کل انرژی,-22.9,
1389,power_plants,نیروگاه‌ها,oil_products,نفت خام و فرآورده‌های نفتی,-97.2,
1389,power_plants,نیروگاه‌ها,natural_gas,گازطبیعی,-282.8,
1389,power_plants,نیروگاه‌ها,coal,زغال‌سنگ,-1.2,
1389,power_plants,نیروگاه‌ها,hydro,انرژی آبی,-5.6,
1389,power_plants,نیروگاه‌ها,solar_wind,انرژی خورشیدی و بادی,-0.1,
1389,power_plants,نیروگاه‌ها,electricity,کل برق,137.0,
1389,power_plants,نیروگاه‌ها,total_energy,کل انرژی,-250.0,
1389,coking_plants,واحدهای کک‌سازی,coal,زغال‌سنگ,-1.2,
1389,coking_plants,واحدهای کک‌سازی,total_energy,کل انرژی,-1.2,
1389,blast_furnaces,واحدهای کوره بلند,coal,زغال‌سنگ,-2.0,
1389,blast_furnaces,واحدهای کوره بلند,total_energy,کل انرژی,-2.0,
1389,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,oil_products,نفت خام و فرآورده‌های نفتی,-25.0,
1389,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,natural_gas,گازطبیعی,-67.2,"includes natural gas consumed at refineries, gas facilities, pressure-boosting stations and gas-lift diesel"
1389,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,coal,زغال‌سنگ,-1.5,
1389,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,electricity,کل برق,-25.4,
1389,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,total_energy,کل انرژی,-119.1,
1389,total_final_consumption,کل مصرف نهایی (TFC),oil_products,نفت خام و فرآورده‌های نفتی,458.2,
1389,total_final_consumption,کل مصرف نهایی (TFC),natural_gas,گازطبیعی,559.9,
1389,total_final_consumption,کل مصرف نهایی (TFC),coal,زغال‌سنگ,1.8,
1389,total_final_consumption,کل مصرف نهایی (TFC),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1389,total_final_consumption,کل مصرف نهایی (TFC),electricity,کل برق,109.4,
1389,total_final_consumption,کل مصرف نهایی (TFC),total_energy,کل انرژی,1134.9,
1389,residential_public_commercial,خانگی، عمومی و تجاری,oil_products,نفت خام و فرآورده‌های نفتی,60.7,
1389,residential_public_commercial,خانگی، عمومی و تجاری,natural_gas,گازطبیعی,294.8,
1389,residential_public_commercial,خانگی، عمومی و تجاری,coal,زغال‌سنگ,0.1,
1389,residential_public_commercial,خانگی، عمومی و تجاری,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.6,
1389,residential_public_commercial,خانگی، عمومی و تجاری,electricity,کل برق,55.8,
1389,residential_public_commercial,خانگی، عمومی و تجاری,total_energy,کل انرژی,422.0,
